,Children,Age,Tenure,MonthlyCharge,Bandwidth_GB_Year,DummyChurn
1284,4,87,4.837990763,162.468917,715.3186358,0
1285,0,85,1.963127209,172.470522,771.9557231,1
1286,3,27,10.34247598,129.948316,1671.469773,1
1287,1,55,1.156719701,137.461553,358.4232611,1
1288,0,47,17.3999197,175.133074,1935.461046,0
1289,1,73,3.124488057,147.471303,520.8892347,0
1290,1,68,6.958063425,197.470195,1356.12218,1
1291,3,50,7.010189312,179.965581,914.8863272,1
1292,3,23,2.447985699,147.473844,638.4642534,1
1293,1,36,4.269258862,174.975543,919.2881691,0
1294,3,53,8.343625652,162.446995,1515.532948,0
1295,2,62,4.397705634,147.460067,476.4598684,0
1296,3,89,11.08150154,182.45383,1140.151122,0
1297,3,74,7.273510936,144.960655,677.1757219,0
1298,10,28,12.01513041,142.452604,2138.553831,1
1299,3,19,4.845060681,147.442069,746.2481195,0
1300,0,63,11.19078648,104.964303,1370.012453,1
1301,0,26,16.91776871,139.9678,1754.601627,0
1302,1,45,21.16641251,182.460772,2115.906589,1
1303,1,29,25.88644227,164.988941,2576.783187,0
1304,0,87,15.59096202,127.473844,1826.678884,0
1305,0,27,13.03099332,149.984492,1559.824693,0
1306,10,50,8.034201127,79.978861,961.7341695,0
1307,4,41,1.124656757,137.468591,409.5740796,0
1308,0,70,3.551651444,164.978458,1048.538032,0
1309,1,74,7.925553778,154.975543,1460.729298,0
1310,0,72,3.685081574,160.00128,539.9859818,0
1311,0,71,2.659423565,182.460772,483.4546178,0
1312,4,55,1.355493769,117.485813,541.4070913,1
1313,10,89,7.442451151,159.965008,1030.206721,0
1314,3,38,11.03162791,172.455519,1442.347357,1
1315,0,21,9.141192423,129.976324,1204.678983,0
1316,3,71,4.633545041,139.99789,730.1829735,0
1317,2,49,9.22316707,94.972827,1304.854276,0
1318,6,74,24.0737635,169.937833,2410.11164,0
1319,3,34,7.771315315,187.484705,1278.688937,1
1320,0,42,5.7018635,172.462354,831.9771606,0
1321,3,26,2.456217972,275.119794,995.4220744,1
1322,0,48,2.849622074,194.976769,592.8646912,0
1323,0,42,12.61694943,112.455141,1055.617042,0
1324,0,88,2.967533379,139.979239,525.3069851,1
1325,2,41,4.44463064,245.131966,1128.690355,0
1326,4,55,10.92247392,162.446995,1668.779606,0
1327,2,20,5.696461819,169.937833,958.2229045,1
1328,3,83,5.173463744,139.981577,825.6469228,0
1329,0,42,9.339307484,144.960655,941.291001,0
1330,8,43,1.699850064,184.978458,900.3977089,1
1331,1,72,3.955928538,197.483972,1260.12789,1
1332,5,45,9.652842643,220.161527,1618.259683,1
1333,1,18,16.53244292,147.442069,1727.882293,1
1334,4,30,4.777862937,164.985293,1464.442974,0
1335,0,25,22.57289049,147.456419,2588.843484,1
1336,0,58,8.571860106,104.97808,1170.35317,0
1337,0,86,7.195810535,220.114868,1409.882802,1
1338,1,88,2.978504665,182.446995,486.1105716,1
1339,5,48,2.661961707,160.00128,688.7644008,0
1340,7,86,2.834098048,240.114868,901.5457844,1
1341,3,39,8.637184433,255.155493,1568.344567,1
1342,1,55,10.46190099,220.114868,1809.921626,1
1343,0,34,4.861047755,142.471255,1192.174805,0
1344,0,69,9.62893496,179.947583,953.8934493,1
1345,8,72,4.248159714,140.004928,682.4871065,0
1346,2,66,7.912612583,187.484705,1154.565474,0
1347,2,39,3.135848347,127.488728,677.2734494,1
1348,0,56,9.31669305,162.471255,1024.582571,0
1349,3,44,6.485770796,137.483594,1291.915318,1
1350,2,18,10.55505829,149.944668,1755.239032,0
1351,1,70,19.43267321,172.47417,1884.50089,0
1352,1,46,2.108441505,184.979684,1029.123182,1
1353,4,30,16.08842518,199.990219,2489.519356,0
1354,1,76,4.860645308,172.503404,742.7794122,1
1355,4,33,18.88610542,82.496547,1797.14783,0
1356,1,74,11.73492964,182.446995,1249.494056,1
1357,0,21,9.841085026,197.628838,1495.341126,1
1358,2,71,7.819783852,174.988208,1516.797047,1
1359,4,66,29.70527547,164.967019,3293.015758,1
1360,0,66,2.478012402,207.475448,1057.037731,1
1361,0,35,4.089115347,255.119794,1467.90459,1
1362,4,25,20.96092159,142.452604,2743.734408,1
1363,0,43,4.55454522,117.487242,976.9718156,0
1364,4,72,2.876901531,275.119794,956.9132284,1
1365,3,25,5.682066541,172.47417,884.6278615,1
1366,9,43,3.187512279,159.947583,1201.898094,1
1367,1,57,7.93260821,157.483594,810.4941232,0
1368,0,23,5.146834768,172.456745,1237.560637,1
1369,1,20,21.63512984,179.947583,2211.379038,0
1370,1,35,9.941798485,149.99153,1144.495358,0
1371,3,81,15.26657624,204.979684,1558.309095,0
1372,2,57,2.62860278,104.992311,501.0626363,0
1373,1,32,2.045299662,137.439154,495.8370195,0
1374,4,60,23.05042619,242.657291,2730.054658,0
1375,4,64,7.677039536,235.159141,1370.86345,1
1376,0,48,5.427546075,117.468591,1111.834697,0
1377,4,40,14.05740045,190.159922,1887.197833,1
1378,1,67,5.791194183,159.987503,596.625449,1
1379,4,64,14.23594392,169.944668,1507.046722,0
1380,0,21,3.883156675,200.118516,1330.988714,1
1381,3,82,31.10956637,129.948316,3192.755309,0
1382,2,72,4.891651665,130.024412,644.4955303,0
1383,5,23,5.812856338,159.964152,1076.076012,0
1384,3,37,1.67735795,159.951231,432.0011277,0
1385,3,24,10.55675189,192.470522,1437.241364,1
1386,3,40,10.08691319,124.964303,951.5458256,0
1387,2,32,12.48678964,200.165175,1733.107782,0
1388,3,59,9.553290527,245.145743,1599.874839,1
1389,1,44,6.307898491,159.951231,726.8978219,0
1390,1,60,7.195646567,134.980139,831.4033785,0
1391,4,56,15.15825465,175.133074,1798.360928,1
1392,3,23,22.56250894,220.114868,3014.958938,1
1393,0,24,2.619468979,162.468917,534.6671843,0
1394,0,85,7.321650003,112.484375,552.7011071,0
1395,2,55,3.469955007,242.628057,961.4921994,1
1396,4,52,17.88183906,114.965789,1737.043258,1
1397,10,42,12.33304231,124.97808,1425.346946,0
1398,4,49,17.12047934,139.934918,2275.16632,0
1399,0,84,4.32321356,184.985293,627.3962656,1
1400,3,45,7.59915732,182.483267,972.4555268,0
1401,3,24,12.71183755,255.133571,2383.673575,1
1402,2,32,3.868738215,169.937833,686.8335296,1
1403,8,18,6.642819537,129.959755,1539.452153,0
1404,0,73,3.871799525,252.62403,770.971694,0
1405,3,87,2.288223389,245.174977,937.6860638,1
1406,4,62,9.331730104,132.466002,1579.887065,0
1407,1,82,17.01228541,222.632554,2294.265591,1
1408,3,71,4.556801333,165.018175,871.9497737,0
1409,1,71,1.522691557,127.442069,737.7421962,0
1410,0,55,2.988653862,152.495236,571.3635369,1
1411,2,61,9.821119931,139.965008,1566.414462,0
1412,3,41,2.495010749,129.948316,935.5106086,1
1413,4,54,4.452382314,144.988941,1244.404963,0
1414,0,53,3.847102787,149.992756,875.8840004,1
1415,3,49,3.688657724,159.951231,557.4590468,0
1416,2,69,21.13118502,184.979684,2543.181756,1
1417,1,59,23.44153546,127.481989,1997.134556,0
1418,1,18,4.594946825,132.466002,1196.617394,1
1419,2,36,8.085917091,192.440432,1088.288955,1
1420,1,55,6.086525665,139.99789,840.1259162,0
1421,1,22,3.295993837,217.472533,839.4587853,0
1422,3,56,2.354138635,139.934918,1011.509096,0
1423,1,89,5.68109955,139.981577,738.9464573,1
1424,1,82,16.96762986,149.977753,1567.544174,0
1425,7,35,4.544027018,147.442069,874.5485738,1
1426,0,20,10.3444125,149.937833,1690.990907,1
1427,1,39,4.672608309,129.959755,1093.673208,1
1428,2,65,11.44470291,137.483594,1598.603464,0
1429,3,28,16.78883402,204.963371,1982.607316,1
1430,1,86,10.27733324,270.160419,1998.877156,1
1431,5,27,15.98515564,169.937833,1870.659833,0
1432,0,65,3.19677148,262.610632,831.5573687,1
1433,5,61,2.256763731,152.47417,1043.284658,1
1434,4,39,1.915736733,119.989722,587.0970427,1
1435,0,55,14.02688588,245.146969,2207.767111,1
1436,8,86,20.96098587,214.966286,2252.093831,0
1437,0,35,16.48377098,127.442069,1968.581014,0
1438,0,23,7.989151046,137.461553,992.3896521,1
1439,0,75,5.682395213,124.964303,383.5428131,0
1440,1,24,10.99225739,129.994975,1297.575754,1
1441,0,34,1.550200335,162.471255,507.3968121,0
1442,9,63,19.73065009,172.47417,2095.858312,0
1443,4,50,7.840871292,182.476229,1173.415489,1
1444,4,46,7.349883172,127.511223,885.546457,0
1445,1,46,5.414586898,187.513939,1009.567691,0
1446,0,24,9.605264775,160.00128,1100.161591,0
1447,4,32,4.843533662,182.490006,985.3722849,1
1448,1,57,13.24581884,112.455141,1171.036365,0
1449,3,50,3.330819942,137.439154,556.6697772,1
1450,0,49,1.84918194,147.478341,297.5330656,0
1451,2,69,9.07813252,124.993537,814.974232,0
1452,3,77,6.585140105,120.003499,942.2015895,0
1453,9,30,10.46452162,147.473844,1374.793483,0
1454,3,26,10.11687657,139.934918,1698.876321,0
1455,3,30,2.181372893,242.628057,1015.71304,1
1456,1,78,14.26615817,127.473844,1696.133718,1
1457,1,73,19.08438023,162.498151,1825.848805,1
1458,0,39,6.203299256,134.950905,633.9224183,0
1459,0,39,3.354127023,127.481989,468.2897271,0
1460,0,72,9.38354759,142.452604,1470.820856,0
1461,8,37,3.724597242,159.979358,1336.534659,0
1462,0,34,8.831489129,152.502178,1185.69317,0
1463,4,27,3.507044017,129.948316,1142.173902,0
1464,0,24,6.390769574,207.609354,1061.749813,1
1465,1,43,2.180613468,184.985293,656.1054778,0
1466,0,58,4.002381804,114.983787,391.7847619,0
1467,1,75,2.698284625,222.649979,783.1189106,1
1468,9,33,12.13508874,142.515576,1729.34277,0
1469,0,57,2.934758008,152.466002,535.493169,1
1470,8,78,1.262037303,227.475448,668.5567922,1
1471,7,74,17.5841798,154.961766,2356.021599,0
1472,3,51,13.23888382,162.500489,1526.656486,0
1473,3,32,10.44223446,192.48852,1257.976073,1
1474,0,84,2.38395716,222.628057,1176.40624,1
1475,4,60,10.404813,222.649979,1556.108789,1
1476,0,20,16.37167434,190.173699,2053.027319,0
1477,0,38,1.350108155,127.506726,411.2961627,0
1478,4,71,12.42216588,149.984492,1488.81735,1
1479,2,56,3.797689495,200.132293,1304.571599,1
1480,1,35,3.784962992,200.132293,1341.595521,1
1481,0,33,7.154371452,217.483972,1123.503268,1
1482,0,88,20.13119126,129.962093,2214.953933,1
1483,3,75,7.822562679,92.5018,732.0802458,0
1484,0,34,3.160392389,164.967019,1099.763014,0
1485,0,89,14.38025496,182.45383,1365.14372,0
1486,1,76,7.517405581,230.105118,1108.349605,0
1487,1,69,11.44196811,124.97808,986.7489919,0
1488,1,88,7.413563684,182.443347,1248.345698,1
1489,3,64,11.32483244,149.937833,1637.132389,0
1490,3,65,4.279464865,137.468388,704.224884,1
1491,3,51,3.468872554,162.460772,1203.486183,1
1492,1,69,12.47525704,139.983006,1665.50808,0
1493,4,81,2.744401393,104.962874,484.8207127,0
1494,1,79,7.608938235,167.484705,1422.716519,0
1495,4,64,14.60426293,144.960655,1341.412763,0
1496,0,58,29.68889421,149.97755,2674.084451,0
1497,1,77,5.497366828,187.46728,1243.061143,1
1498,2,19,4.955415304,232.641455,1111.571623,1
1499,0,60,13.31283015,214.966286,1546.673637,1
1500,2,30,2.656111103,204.963371,834.3144319,0
1501,4,71,18.02281027,169.992756,1688.039806,0
1502,1,31,11.71980152,245.131966,1726.803854,1
1503,7,74,6.22226629,114.972827,717.4300821,0
1504,2,64,16.24273454,160.00128,1656.731409,0
1505,2,47,17.64373477,112.455141,1594.963149,0
1506,1,76,23.42878979,79.978861,1943.112927,0
1507,1,74,6.7464384,92.455141,913.9626257,0
1508,2,54,11.70414173,144.960655,1157.286118,0
1509,1,22,4.909764597,152.462354,1323.979879,0
1510,3,31,19.43430735,175.02109,2138.939088,0
1511,3,80,2.60003549,104.962874,445.4856462,0
1512,0,67,17.4880629,149.992756,2029.97992,0
1513,5,18,7.080759052,240.114868,1363.832113,1
1514,0,85,9.808669685,182.446995,942.5247889,1
1515,0,71,5.68349814,232.62403,1386.523823,1
1516,1,70,11.55805828,232.670689,1526.533644,1
1517,3,29,2.101748234,132.466002,1064.888301,0
1518,0,58,6.910330858,229.993134,1025.864383,0
1519,3,19,15.54691331,147.460067,1561.767949,0
1520,1,54,7.175063445,117.439154,1257.52308,1
1521,2,68,1.19808324,114.972827,253.7938252,0
1522,4,40,2.689103558,162.467607,1138.251038,1
1523,1,78,4.089399488,139.981577,644.5909961,1
1524,2,67,2.314052799,192.470522,507.8003206,1
1525,0,18,2.170567319,112.455141,278.350323,0
1526,0,58,12.94334524,149.944668,1711.161405,0
1527,2,33,9.117084502,172.457857,1234.871994,0
1528,3,57,7.843263617,192.440432,1069.400199,1
1529,0,61,17.0219219,240.114868,1930.538667,0
1530,1,79,15.6930298,204.979684,1538.239707,0
1531,3,57,11.75090487,214.952509,1357.774068,1
1532,1,72,10.54165852,200.132293,1773.915003,1
1533,3,58,14.92730216,222.665436,1940.626426,1
1534,3,44,11.48699577,174.976769,1819.555319,0
1535,1,45,4.071312509,192.470522,693.1317301,1
1536,0,58,3.866527859,210.105118,1297.983536,1
1537,0,22,2.067992783,119.95684,988.3956919,0
1538,3,86,8.447638937,197.48762,1162.715411,0
1539,1,45,5.156329151,112.455141,465.2586783,0
1540,3,70,3.569000983,184.985293,742.9131016,0
1541,1,61,1.897261446,227.475448,560.8498056,0
1542,4,71,11.71308191,160.00128,1324.200333,0
1543,1,38,1.992846597,137.469817,718.7685676,1
1544,1,35,2.701548767,230.105118,895.2266874,1
1545,0,74,1.665089598,129.976324,418.3354904,1
1546,0,24,16.68190528,175.02109,1926.295645,1
1547,2,72,1.934171569,194.958118,580.4609705,0
1548,0,30,12.77495667,207.609354,1612.238384,1
1549,0,40,10.61383322,179.965581,1068.30748,1
1550,9,43,20.17588966,214.966286,2359.530807,0
1551,2,56,5.836790126,147.456419,1177.455135,0
1552,0,28,2.965166415,139.95684,628.7420412,0
1553,4,44,1.45460211,192.440432,619.3340158,1
1554,0,46,12.63923748,137.469817,1534.097093,0
1555,2,47,8.460086502,240.114868,1289.416735,1
1556,3,75,11.32593703,172.487091,1380.893387,0
1557,1,19,10.12123118,162.482694,1359.631961,1
1558,0,28,8.915680176,139.95684,1116.314298,0
1559,1,49,8.249941923,112.484375,859.8649518,0
1560,0,63,9.267785326,157.469817,788.6164497,0
1561,3,44,9.300517617,257.651257,2113.787891,1
1562,3,70,2.427380647,142.499263,718.4643309,1
1563,1,48,23.27091932,152.455519,2764.347068,0
1564,1,36,2.916144419,162.460772,1145.807042,0
1565,1,70,8.245809832,149.944668,1317.69652,0
1566,1,75,11.45756486,127.478341,1526.143641,0
1567,1,56,3.943033602,187.656013,919.2556886,1
1568,4,34,8.926271021,159.964152,1264.332813,1
1569,4,45,8.699764172,157.483594,1087.336893,1
1570,3,30,7.897660605,137.439154,996.4395858,0
1571,4,44,9.098041235,172.44408,1177.993259,0
1572,0,34,3.098560266,182.460772,723.0321035,0
1573,2,20,5.784022533,112.455141,629.4411174,0
1574,0,28,2.722761372,114.983787,389.1228621,0
1575,8,35,16.8649602,162.460772,2425.22825,0
1576,2,80,2.355538593,200.146524,778.2707384,1
1577,10,53,3.509036092,252.637807,1242.543701,1
1578,0,83,11.53737155,242.643514,1507.329753,1
1579,0,43,1.760409672,242.657291,871.1409059,1
1580,0,25,11.44810825,104.992311,1267.06092,0
1581,4,69,17.78302494,175.133074,1970.80666,1
1582,8,32,12.68609343,162.45383,2025.927893,1
1583,3,75,18.55974516,174.988208,2332.190421,1
1584,5,46,5.970269701,169.944668,966.6292325,0
1585,5,23,7.208423897,217.470195,1233.819233,1
1586,4,67,2.593102097,124.993537,351.7314539,0
1587,0,75,5.105265612,184.993915,819.3644961,1
1588,2,56,5.110208414,172.462354,760.1061976,0
1589,3,60,2.840343779,242.657291,1043.299446,1
1590,1,63,8.344516765,112.455141,667.4764252,0
1591,0,32,7.363761345,127.442069,1313.42902,0
1592,1,87,11.07800251,194.988208,1204.745285,1
1593,2,67,16.52190477,152.466002,1630.52375,0
1594,4,66,1.738486682,182.465269,515.5449981,1
1595,3,75,8.659495781,172.457857,1090.460081,0
1596,4,88,13.99605863,139.979239,1465.984907,1
1597,4,64,6.605815722,194.976769,1018.373473,0
1598,1,87,5.78844751,117.468591,962.0380085,0
1599,1,55,3.195246168,144.960655,426.0222677,0
1600,1,49,14.87053577,137.469817,1737.873621,0
1601,3,51,7.521160625,182.460772,1039.74162,1
1602,7,45,3.845852341,197.472533,1454.360571,1
1603,3,75,2.731606393,157.469817,306.0664281,0
1604,0,83,3.954689282,162.493654,636.8514545,1
1605,4,43,13.77689046,179.965581,1440.784345,0
1606,1,82,3.700907475,222.628057,1274.602374,1
1607,1,48,5.638280421,149.99153,749.2520943,0
1608,3,72,10.87372395,139.965008,1647.38223,0
1609,2,79,11.21152941,262.610632,1503.937766,1
1610,0,29,2.294386519,172.456745,901.8793581,0
1611,0,23,4.448210386,104.962874,691.4493988,0
1612,2,49,4.753020774,245.128318,1608.852045,1
1613,1,45,21.20445421,212.622804,2867.22601,1
1614,2,38,9.217596711,184.978458,1265.78479,0
1615,1,25,7.336939062,137.439154,952.3729916,0
1616,0,42,21.04742054,202.443347,2154.298838,0
1617,1,66,5.136076177,255.119794,1435.783347,1
1618,3,51,11.80801038,152.510442,1784.584135,0
1619,2,75,1.548600048,242.628057,785.5416603,1
1620,3,35,3.508552886,220.132293,1014.075999,1
1621,2,47,11.30820237,160.01224,1331.25339,0
1622,3,39,18.36209103,149.974105,2283.190011,0
1623,10,71,3.105986433,230.105118,1040.342682,0
1624,1,58,11.71117991,162.493654,1385.152156,1
1625,5,71,4.589210527,95.005709,618.4967851,0
1626,4,24,11.58448327,197.470195,2054.101088,0
1627,2,43,5.810822315,82.496547,631.4316327,0
1628,1,41,7.00096668,172.462354,933.4257317,0
1629,2,29,4.882004458,127.474951,772.3133729,0
1630,0,77,12.27728241,167.484705,1828.057047,0
1631,2,52,8.284579203,184.971516,1123.759368,1
1632,1,82,1.609325308,172.455519,464.4748418,1
1633,10,84,2.376509223,202.649979,1417.801952,1
1634,0,66,11.67107144,149.948316,1146.616856,0
1635,1,42,25.55038197,200.165175,2692.885423,1
1636,0,67,16.72537387,184.963371,2217.734847,0
1637,1,28,6.955766017,127.460067,1262.531104,1
1638,1,40,20.31446952,137.439154,1919.490397,0
1639,1,75,12.17994263,232.637807,1970.26742,0
1640,4,72,3.453443904,202.636202,1279.856552,1
1641,1,73,14.52416667,157.469817,1299.5973,0
1642,2,59,5.070551439,182.460772,781.9302227,0
1643,3,73,12.30462572,215.159141,2056.185889,1
1644,2,41,10.01241216,275.133571,1615.418802,1
1645,4,88,4.261408572,142.499263,840.5098283,0
1646,0,35,19.28013343,204.963371,2118.488416,0
1647,0,18,9.958831629,214.952509,1328.734281,0
1648,1,63,4.300271811,204.963371,782.9998382,0
1649,8,82,5.045543619,220.114868,1540.140383,1
1650,3,66,7.182441329,169.992756,785.4118808,1
1651,1,86,11.07083425,172.503404,1136.55652,0
1652,2,20,4.509329959,192.440432,933.8036457,1
1653,1,76,2.162477942,210.138,673.9015902,1
1654,2,29,14.5222363,200.132293,2271.84102,1
1655,1,23,1.424712099,124.97808,316.7739538,0
1656,2,55,1.849371568,184.961033,1088.89675,1
1657,2,57,6.526670837,112.484375,640.9334119,0
1658,0,30,18.29218438,162.471255,1845.259523,0
1659,1,56,11.06628519,114.950905,1420.927135,0
1660,4,83,11.82576277,152.488401,1312.700259,0
1661,0,39,12.23362353,230.105118,1632.365102,1
1662,4,52,2.552193205,127.473844,913.9152886,1
1663,0,35,21.87100089,194.958118,2273.781965,0
1664,1,54,6.5443199,242.628057,1185.892988,0
1665,2,49,14.98166868,242.61428,1890.640168,1
1666,0,87,13.79138076,127.442069,1659.769248,1
1667,0,20,8.734707597,147.503078,1143.017435,0
1668,5,88,5.260793737,149.991327,855.939459,0
1669,1,38,3.810228199,130.006414,780.2278932,0
1670,3,43,11.72200614,175.004777,1593.466069,0
1671,3,34,4.304076015,117.468591,1071.920592,0
1672,1,44,3.060553536,152.495236,644.1045211,1
1673,1,70,6.549842666,194.988208,971.7404705,1
1674,1,49,9.373705128,147.442069,1039.67302,0
1675,2,72,8.397776839,275.133571,1381.481321,1
1676,3,41,1.019306038,162.468917,522.4564791,1
1677,0,54,6.864219377,162.497044,1284.691556,0
1678,0,49,6.525380768,179.965581,703.8007764,0
1679,2,77,16.08388872,182.446995,1544.501137,0
1680,1,35,12.95969924,245.145743,1896.10656,1
1681,8,34,12.18544178,232.652038,1991.187997,1
1682,2,43,10.85865384,245.128318,2081.752385,1
1683,2,59,15.34839938,277.651257,2115.879744,1
1684,1,58,7.355635728,142.500692,1357.285615,0
1685,3,75,5.705926395,152.457857,1308.999159,1
1686,4,63,6.70301496,267.664655,1319.229599,1
1687,0,57,7.367492072,227.475448,991.3985734,1
1688,1,63,1.030630574,147.442069,310.1585772,1
1689,0,42,6.735271694,149.944668,1254.943448,1
1690,7,37,7.506056361,220.132293,1411.150345,1
1691,4,60,20.51922799,139.983006,2446.475453,0
1692,4,38,9.320973584,139.9678,1262.985557,1
1693,4,50,7.387393996,140.00128,1365.994148,0
1694,8,85,8.758613325,144.960655,916.7201648,0
1695,0,18,6.289468375,149.959755,933.01364,0
1696,0,37,2.613920398,194.976769,609.6168115,1
1697,1,37,11.29271486,164.985293,1882.951404,1
1698,4,74,11.57257501,152.510442,1638.383088,0
1699,8,76,15.02077659,127.495766,1630.020341,0
1700,1,62,14.28406007,172.470522,1887.699697,0
1701,3,42,4.759938908,194.974431,897.6280912,1
1702,3,81,2.758173633,124.97808,297.4433143,0
1703,3,80,7.441432103,242.610632,1683.078344,1
1704,0,50,10.06145053,199.990219,1806.970628,1
1705,2,21,16.37219797,184.967019,1873.00718,1
1706,0,41,2.160066882,147.442069,444.0474919,0
1707,4,71,1.871917709,255.141716,859.0587897,1
1708,3,45,16.75283806,159.947583,2122.146303,1
1709,2,46,20.16532013,210.105118,2734.384392,1
1710,0,58,7.753271168,164.971516,1412.478266,0
1711,0,87,3.663316236,127.511223,408.200312,0
1712,1,18,11.4488726,152.466002,1344.718981,1
1713,0,50,8.315973557,169.944668,991.7932314,1
1714,6,31,1.515290738,139.99789,698.1794441,1
1715,3,27,9.324505434,182.460772,1266.19109,0
1716,1,44,10.16298067,202.443347,1204.39272,1
1717,3,45,6.215774391,232.62403,1607.735971,1
1718,1,33,2.667736094,134.980139,548.9193645,0
1719,0,36,10.68004106,154.975543,1827.283455,0
1720,3,47,8.133269102,182.460772,1103.011016,0
1721,0,56,1.789830613,204.963371,616.51937,0
1722,2,81,2.699998442,220.161527,838.173682,1
1723,4,26,2.661310881,222.665436,1024.224748,1
1724,3,33,23.10105854,154.975543,2947.224753,0
1725,0,47,6.267383901,127.442069,1174.414663,0
1726,2,61,6.856207666,142.452604,1408.424309,1
1727,1,80,13.72354614,149.962093,1333.444788,0
1728,1,75,24.3036064,194.958118,2419.797484,0
1729,0,78,6.027648047,154.991856,1135.519834,1
1730,1,75,9.490754438,149.970715,980.0465426,1
1731,0,58,9.727109482,245.128318,1925.341061,1
1732,0,46,19.93726012,182.45383,1914.400241,0
1733,4,28,1.662826246,144.960655,481.3363042,0
1734,0,43,8.406444381,220.161527,1321.712528,1
1735,1,66,2.405574983,172.470522,901.2877149,0
1736,1,84,14.10031907,255.119794,2158.332479,1
1737,1,69,4.186523762,92.455141,720.6019295,0
1738,3,20,14.93006551,107.48056,1727.703167,1
1739,2,35,17.34018575,235.159141,2196.151925,1
1740,1,88,7.858862202,252.637807,1207.144714,1
1741,0,71,8.482460246,152.455519,1364.133317,1
1742,4,86,7.644184483,162.460772,1461.63461,1
1743,4,24,13.82541752,92.455141,1750.284767,0
1744,3,76,7.772523197,159.965008,884.3816817,0
1745,5,33,24.77634001,204.963371,2729.316361,0
1746,0,79,13.28713487,190.173699,1606.847228,0
1747,1,76,6.403155881,175.02109,862.0866469,1
1748,0,24,15.08846657,242.657291,2072.561109,1
1749,1,77,8.785452901,202.636202,1608.002659,1
1750,1,62,6.820250541,187.642236,1054.514104,1
1751,0,21,3.319853958,290.160419,1150.574869,1
1752,2,39,13.84769517,164.978458,2137.666732,0
1753,4,23,16.15614223,194.969934,1956.469091,0
1754,3,87,7.860641328,242.610632,1647.423104,1
1755,0,27,6.805071944,124.964303,715.1931007,0
1756,0,60,7.712199324,222.660939,1235.453213,1
1757,3,80,5.402712746,137.468388,700.0279564,1
1758,1,56,2.066037377,232.641455,769.7818684,1
1759,2,20,3.752354376,154.991856,1283.103476,1
1760,1,39,11.32652677,194.966286,1897.050575,1
1761,3,30,17.96501147,232.622804,2299.047664,0
1762,3,47,1.051188042,257.684139,1018.848617,1
1763,6,35,13.63916478,162.452604,1712.040252,0
1764,2,66,16.64092048,92.455141,1777.880577,0
1765,2,76,1.042724425,184.961033,871.6644442,1
1766,2,70,17.1001258,172.462354,1782.747566,1
1767,0,44,2.779431223,112.455141,242.9947554,0
1768,3,73,15.12166154,149.99153,1505.903299,0
1769,0,72,2.661325529,162.468917,380.7222437,0
1770,1,42,5.118556082,127.473844,1064.629876,1
1771,0,58,7.217041327,127.458638,850.5053759,1
1772,1,68,2.693860703,240.114868,764.3624669,1
1773,8,19,6.441555523,162.500489,1228.537824,0
1774,1,79,10.2452503,184.967019,1197.086571,0
1775,5,54,15.18036042,242.632554,1984.668288,1
1776,3,19,21.61213506,232.62403,2954.525101,1
1777,2,46,4.576705489,149.970715,703.2651223,0
1778,0,63,8.661116617,255.133571,1745.431051,1
1779,0,85,23.68987753,202.649979,2900.101871,1
1780,1,64,10.73057042,287.642733,1572.393016,1
1781,1,21,9.46447702,144.960655,968.8971697,0
1782,7,18,4.106981469,129.977753,1239.519501,0
1783,4,83,2.851017432,117.483475,479.0156739,0
1784,9,33,6.418130939,152.479779,1257.485285,1
1785,1,58,17.56134872,230.134352,2109.348841,1
1786,1,24,7.351090778,232.670689,1332.641107,1
1787,1,88,5.867164261,124.964303,386.8447822,0
1788,1,40,2.095488213,247.664655,1338.247732,1
1789,0,26,3.312263064,159.951231,509.6727126,1
1790,1,70,6.766267697,207.638588,1044.435554,1
1791,2,21,2.542844079,247.664655,1467.981883,1
1792,0,75,1.796607335,207.475448,971.697137,1
1793,0,67,1.921647847,230.105118,695.6222319,1
1794,2,29,8.248755691,177.48762,1716.011284,0
1795,4,26,21.77701838,154.961766,2811.648182,0
1796,3,38,14.42671843,235.137219,2363.604752,1
1797,8,20,16.11472911,92.455141,2156.405261,0
1798,2,60,22.89696344,162.45383,2586.074672,0
1799,1,65,9.273178876,207.609354,1241.342647,1
1800,1,36,8.154668093,182.497044,1062.905651,0
1801,3,79,7.775144828,242.610632,1713.700682,1
1802,1,68,2.932159225,107.481989,700.6270933,0
1803,3,29,10.25226518,149.988989,1303.670531,1
1804,4,87,11.89492044,147.478341,1119.209685,0
1805,1,34,8.210220142,152.47417,1496.482536,1
1806,0,22,8.884543585,179.965581,985.6286855,0
1807,5,20,6.577676916,220.132293,1329.24842,1
1808,0,33,2.92969581,204.979684,694.7582953,0
1809,1,75,8.013365588,255.166453,1313.686109,1
1810,3,86,1.84841935,150.020764,529.9370637,0
1811,0,68,1.884992328,179.947583,404.9361415,1
1812,1,60,9.783296825,117.472036,995.3392925,0
1813,0,25,12.70583343,220.161527,1780.064534,0
1814,0,39,9.705809585,152.510442,1559.323963,0
1815,0,27,15.12645563,157.483594,1549.802896,0
1816,1,25,7.179893502,134.950905,790.6280344,0
1817,1,44,9.984220981,102.474625,1040.400476,0
1818,0,65,3.024806192,137.483594,847.1259509,1
1819,2,73,10.27742832,184.978458,1234.044483,0
1820,1,48,12.92578188,169.974105,1333.179191,0
