,Children,Bandwidth_GB_Year,Age,Tenure,MonthlyCharge
4298,1,1439.519609,81,14.55246,119.9897
3783,4,1738.461046,87,10.13181,207.4754
1008,0,2496.770215,63,22.11524673,172.456745
8354,8,6766.152872,57,71.53791,162.4538
2185,4,1835.301769,75,11.00764,184.961
3623,5,1238.459696,45,3.857792,152.4624
7039,1,5013.653883,52,56.37072,172.4579
4922,1,2429.237651,32,22.39748,187.6422
9673,1,5640.828106,87,65.42546,139.9816
7950,2,6013.704356,81,69.18745,149.989
6125,3,6056.563368,88,68.24302,187.4847
4756,2,1510.913118,47,11.42868,114.9509
5074,8,5634.748909,32,57.84605,127.4601
90,0,409.7486664,75,2.188918771,192.470522
5974,3,5684.35373,32,61.51035,227.4754
6418,8,6200.818914,32,64.46737,190.1737
8640,9,6835.30081,42,71.53607,127.4738
8690,0,6256.189224,30,66.54637,152.4555
2117,2,1106.910603,23,5.003409,197.6288
2937,0,1875.734695,85,12.05316,212.6415
6842,0,4701.222329,73,56.3245,134.9801
983,2,1848.378413,82,12.51401968,187.609354
7260,0,6581.526436,22,70.32865,119.9568
9985,1,4647.63715,30,48.24454,242.6143
2925,8,1412.381474,60,10.7668,204.9797
6061,1,5869.727078,83,61.63974,197.4702
3214,2,1409.932665,19,9.688639,207.6094
6447,0,4543.825133,40,49.95803,172.4579
6779,1,4594.301628,32,44.94292,175.0062
7038,0,5673.339564,86,59.67012,194.9663
5663,1,5762.602883,89,68.76753,115.0021
627,4,1829.923575,35,15.37394197,130.006414
8008,0,3992.381842,72,47.59384,137.4686
5125,3,4363.988222,21,44.0309,127.4421
4765,4,1332.850025,43,9.312734,152.509
8143,0,6236.771039,70,65.25094,212.6415
9594,10,6209.831863,76,63.3179,152.4624
1269,2,2687.9401,43,27.96096319,159.994242
128,0,991.2441024,52,4.171044392,120.004928
6112,1,6028.840796,36,64.16811,142.4713
1711,0,408.200312,87,3.663316236,127.511223
7862,1,6280.796851,69,65.26459,222.6143
4235,0,1372.679029,59,13.33556,179.9476
5192,4,5828.46448,47,66.61075,147.4421
2398,3,1432.922873,83,5.494536,200.1323
5434,1,5173.091219,63,60.18407,149.9707
6057,0,4460.120921,33,50.48601,182.4538
9318,0,5661.364423,74,63.10868,219.9902
1186,2,1160.756141,35,5.873359501,127.442069
6013,0,5214.429658,68,60.52991,194.9768
9793,3,5283.978779,44,62.25655,114.9728
6014,2,4794.822207,24,49.22913,265.147
1977,1,2029.905606,48,14.51274009,164.971516
9887,1,5356.414043,26,60.9855,117.5152
4247,3,956.6535443,55,2.011058,162.4653
7672,1,6493.121834,54,71.95713,222.6362
915,7,1930.805216,34,15.42700763,152.479779
1305,0,1559.824693,27,13.03099332,149.984492
5455,4,4695.750395,79,52.00223,172.4555
3049,0,2120.765903,38,17.29281,172.4885
9521,4,6059.960875,74,71.23043,159.983
1273,4,1809.863378,33,12.60420397,242.61428
8055,2,5730.433744,55,67.50379,157.4698
2796,3,1838.415776,82,13.47613,172.4885
1398,4,2275.16632,49,17.12047934,139.934918
3358,1,1967.928007,41,9.873117,235.1555
183,0,1664.19271,42,13.01107597,240.114868
6867,1,6074.839425,65,71.3009,192.4885
5695,1,6147.448121,23,65.60287,149.9928
8835,1,6497.863463,61,71.05361,162.4538
9626,3,5571.246619,62,62.38737,214.9663
6170,1,5831.318891,27,63.67919,127.4601
6987,4,4926.954935,73,55.6096,159.965
4567,2,538.267259,85,2.804449,172.4733
8955,9,4979.515394,21,51.53504,182.4653
2656,1,1225.184798,38,6.652608,252.6378
8309,3,5712.721051,45,64.46474,150.0208
6857,3,5105.145541,43,59.003,147.4421
1961,2,1288.925148,54,8.205103396,229.993134
6383,0,4630.380688,69,49.26183,129.9483
8853,0,6472.088412,77,71.75497,162.4538
9973,2,5808.222175,21,64.61283,192.4404
1251,1,602.4065111,37,2.163284177,152.479779
3176,1,1586.632329,23,8.915226,162.4833
7760,2,5314.541588,52,62.17828,104.9923
5013,8,6234.682273,24,66.89524,184.967
9705,3,6340.697833,72,65.63324,232.624
6539,6,5399.269987,61,62.09112,92.5018
3289,3,1691.734997,33,13.84669,92.45514
6448,2,4552.057718,70,46.25154,174.9768
8726,1,6608.716989,34,70.33975,162.4676
7611,10,6749.102107,85,68.59473,199.9902
6275,0,5770.359583,53,68.59602,159.9512
6887,1,4561.670086,40,47.98669,137.4836
1051,2,955.7834668,64,8.700517617,179.947583
4069,0,1069.814443,65,4.736816,182.4433
6022,0,4756.034607,59,54.35016,117.5152
5552,2,5350.192494,29,58.60767,172.4579
272,0,287.8189836,79,1.926789854,147.478341
2042,1,1757.837077,68,11.71454,277.6513
4763,0,1219.381518,55,10.89731,184.9715
8997,0,6269.314301,83,71.76656,187.4847
5204,3,5433.040814,38,63.74924,79.97886
9509,1,5084.625994,44,53.28955,142.5007
1086,1,1389.451264,47,8.92504512,202.682861
8373,4,3893.3098,61,40.96005,155.0084
7732,0,6463.270745,52,70.69978,149.9447
7515,4,5598.052693,48,62.68348,117.5152
6678,1,6100.656645,61,66.6997,159.9476
4322,4,2072.299479,81,13.61148,199.9902
6946,4,4523.838771,72,45.59554,162.4833
7747,0,4408.149328,28,43.45813,184.9496
6772,0,5360.683391,54,55.5206,164.9647
5518,3,6268.031469,74,67.16512,275.1336
5117,1,6447.490491,20,68.05033,159.9794
6179,4,4965.237046,46,51.34296,232.6228
4709,1,990.7760503,86,2.323179,187.4974
8121,1,5865.479279,86,69.6864,149.9483
5969,2,5744.210121,78,68.37603,134.9509
6784,0,5459.660641,38,53.33926,235.1372
3478,3,1477.559089,87,6.038648,222.6143
8414,0,5123.028136,31,53.86603,242.6326
3924,0,1192.457478,50,4.066843,154.9755
1748,0,2072.561109,24,15.08846657,242.657291
732,0,2050.67636,61,21.05353987,204.949594
2553,0,676.2344842,61,1.500126,232.6415
5458,3,5112.939726,78,55.26536,275.1198
5873,3,6053.671903,83,71.0114,192.4885
2662,1,1715.911701,56,11.46674,132.4798
9398,6,6055.20888,43,62.2002,275.1336
6455,4,5859.681153,69,68.78168,92.5018
3113,0,1859.777405,65,20.51646,127.525
3303,1,1379.971168,49,14.56261,157.4836
1344,0,953.8934493,69,9.62893496,179.947583
1690,7,1411.150345,37,7.506056361,220.132293
7180,3,5045.935401,57,58.8721,157.4836
6499,1,6008.707062,67,66.38881,230.1051
3308,1,877.7033783,77,4.95874,252.624
1504,2,1656.731409,64,16.24273454,160.00128
1806,0,985.6286855,22,8.884543585,179.965581
8469,0,6171.479592,56,70.63479,169.9671
5369,0,4732.791307,47,50.58329,117.4686
3791,0,3348.604428,26,27.84191,190.127
9520,1,5730.642149,52,66.89696,147.4783
7329,4,5274.614337,41,59.49517,104.9923
5909,1,5440.70707,75,58.09792,132.466
6825,1,6518.028513,56,70.39354,194.9525
7263,0,6038.002387,50,71.83088,104.9629
1848,0,509.1865112,78,1.360201959,204.963371
4512,2,410.7703918,63,2.596868,127.5067
2431,2,1606.733876,28,11.13625,139.9875
4660,0,2281.87219,37,18.34508,184.9496
8885,0,5218.998099,60,54.28949,164.9715
5584,0,5368.841578,51,52.98033,215.1591
142,3,717.3876564,69,3.303030246,182.460772
8760,3,3570.28345,86,36.28161,275.1198
9211,1,5390.477473,37,54.67414,164.9853
5264,1,5278.976104,40,60.55602,149.9707
3409,1,657.9643336,54,5.750643,117.5015
1117,4,1115.58357,31,3.638799298,242.628057
1756,0,1235.453213,60,7.712199324,222.660939
497,0,1806.007164,19,10.77929667,142.452604
8031,10,4889.562199,69,48.04631,245.1457
870,0,922.2958319,34,2.086431077,139.934918
3357,9,573.1171783,72,1.398734,182.447
912,4,1719.483972,20,9.651065829,212.669463
721,6,1680.337106,43,4.800346852,242.610632
2805,2,1215.186143,56,7.874579,210.127
9943,1,7021.93656,39,71.4959,235.1372
886,0,1476.963855,37,15.16937697,137.439154
9592,0,4999.844929,86,62.51438,112.4551
6587,4,4429.146624,55,50.61987,147.4738
8100,1,5883.826226,72,66.33852,204.9634
1520,1,1257.52308,54,7.175063445,117.439154
8689,7,5918.076763,42,56.78578,232.6378
2746,2,1836.91871,72,16.57284,204.9634
6700,1,4590.372724,88,51.58781,187.6422
5775,0,6091.064644,46,65.70769,265.1283
314,1,583.0259559,73,7.661226872,92.488023
1799,1,1241.342647,65,9.273178876,207.609354
327,2,864.7036995,39,1.407866545,107.495766
5642,2,5715.030445,72,64.91322,172.4555
4204,0,696.77888,75,1.203982,119.9568
3129,0,763.5474617,71,2.048055,235.1591
6860,0,4604.801873,42,51.77963,149.9707
9905,1,6599.191565,30,70.53117,140.0013
3968,5,1407.105672,57,5.500175,154.9618
5743,2,6599.040223,18,69.76805,162.4653
6226,0,4345.808076,21,42.94126,255.1555
1973,3,1905.350528,54,11.23691953,164.978458
336,4,1221.100604,49,6.485034974,124.960655
2764,4,540.3210772,29,1.201025,149.9915
7660,0,5925.975679,25,68.41518,127.4958
275,0,1302.230824,75,9.517703088,255.141716
2985,0,1967.228079,79,17.25514,137.4836
5646,0,5874.281225,42,65.21792,187.6422
5849,1,5768.283353,53,63.07092,222.6362
3477,2,971.649096,53,5.481792,184.9853
7558,5,5721.203342,32,62.23239,92.45514
3558,1,2027.035214,33,14.74297,149.9741
2809,0,1283.330518,34,11.71559,119.9897
9113,3,6629.310323,87,71.86794,144.9889
4861,0,984.2773024,77,10.18273,137.4392
6586,3,4876.001451,61,55.00463,149.9598
3416,10,2790.826119,49,21.37858,152.5104
307,0,1107.882056,72,4.216732972,174.969934
3908,0,1207.589721,57,11.00328,179.9794
348,3,567.6177123,56,1.281566108,152.495236
826,0,767.1879493,84,3.831221517,207.481057
9501,0,5749.199161,67,65.44538,204.9634
4482,0,1213.57856,84,11.17891,92.45514
6576,8,5826.009497,24,63.097,172.4555
3682,1,1097.407168,57,4.560311,162.4653
5876,4,5482.759209,88,61.00152,229.9931
8387,2,5156.063895,24,55.22442,94.97283
2053,1,980.4160232,44,8.082833,149.9776
71,0,1268.086909,87,3.7311787,255.119794
5507,0,5247.947941,25,57.08448,107.482
8514,1,4439.411899,46,49.8063,172.5104
7510,0,4297.196921,72,45.03753,242.6281
8151,0,5273.813487,35,59.8036,172.4555
1666,0,1659.769248,87,13.79138076,127.442069
7861,3,5130.859668,21,57.55841,179.9476
9159,3,6637.249892,23,69.82129,162.497
5688,1,3614.976172,68,37.5005,149.9928
1445,1,1009.567691,46,5.414586898,187.513939
5227,0,4118.129556,84,49.67201,127.475
6982,3,5202.311952,46,56.1721,104.9781
1695,0,933.01364,18,6.289468375,149.959755
2892,2,1410.343155,33,10.76391,184.9647
1574,0,389.1228621,28,2.722761372,114.983787
3203,5,596.0068502,89,1.113741,204.961
4405,3,755.4687511,87,2.681114,207.4811
1630,0,1828.057047,77,12.27728241,167.484705
8380,2,6193.095055,83,70.01227,114.9509
1881,2,695.0510444,73,5.731198479,169.992756
8821,0,4240.153662,82,48.01685,227.4754
6463,3,4665.805714,88,50.89196,210.127
848,0,1371.738945,44,7.161869147,132.479779
9923,4,5582.271342,38,58.1358,129.9483
6188,2,5547.293219,49,58.79896,235.1591
5869,0,5613.208858,73,65.31603,172.4441
2877,4,1076.991137,21,2.458795,147.4564
186,8,1468.357421,78,8.08137067,107.495766
3779,2,2519.749676,67,17.16447,245.1283
1830,3,1187.692793,73,6.57513059,242.628057
8325,2,6037.450539,72,67.02374,127.4783
9241,0,5318.331264,49,57.95709,137.4836
6378,3,4176.013803,46,44.59308,182.4608
1234,2,976.910308,77,9.417609509,172.510442
6964,2,5809.89619,66,67.86091,159.965
3915,0,1769.609462,22,17.22292,107.4806
446,1,1886.312286,56,16.48065356,240.114868
844,0,751.8733285,62,6.588311936,149.977753
8062,2,5562.842119,25,58.94262,127.4601
5402,6,6559.360681,27,67.89759,175.0062
2440,4,1227.405249,54,7.633753,184.9785
3103,5,1271.632278,55,3.267702,187.6094
8585,0,4798.910859,49,48.73343,174.9744
6791,2,5108.903002,85,58.09117,142.5156
5650,4,6247.6461,61,67.1766,129.9483
1294,3,1515.532948,53,8.343625652,162.446995
5079,0,5533.105998,40,61.98982,194.9699
9016,2,5918.858621,61,62.86571,164.9647
5067,3,5990.18794,69,64.09564,287.6427
3442,3,449.1682295,51,2.526565,114.9728
8451,1,5397.392962,68,61.13096,149.9845
7273,0,5809.538819,27,61.39024,242.6573
6105,0,5845.571509,40,56.95876,235.1555
776,3,2593.301866,30,25.77611616,182.483267
9716,3,5453.508337,76,62.42366,169.9378
2153,0,1871.706612,40,21.61867,144.9607
4920,1,488.2314263,30,2.919224,157.4836
5360,0,3246.325481,80,39.7266,134.9509
9735,4,5860.250293,44,61.90557,172.4567
5957,1,5954.517973,80,70.28188,137.4684
8411,1,5510.855205,36,60.16674,220.1185
8432,1,5902.115401,60,64.91577,187.656
3183,8,1874.033411,35,9.363006,142.4827
6792,1,4464.920751,67,51.01884,147.4713
3199,3,1637.379866,71,14.71926,182.4762
9369,1,4708.151617,23,51.87217,139.9861
1289,1,520.8892347,73,3.124488057,147.471303
4581,2,1381.709993,18,7.812114,177.6508
6192,1,6031.527231,23,61.20259,187.4673
8935,0,6857.525674,53,70.47803,222.6281
7149,1,5988.775784,41,68.28597,160.0122
9846,2,4503.247213,64,49.89893,172.5034
4106,1,1556.189478,84,11.75829,245.132
4126,0,2214.155609,28,18.03946,142.5007
8300,8,6562.450391,19,61.75393,245.1283
3966,3,1480.104233,87,10.88054,235.1591
1879,4,1621.058909,84,7.40216226,212.641455
8496,0,6163.633177,89,66.89948,184.961
9299,2,5834.963129,51,70.50182,124.9643
6348,3,4259.291587,37,46.08155,149.9913
3587,2,716.3402711,75,2.317456,197.6288
7372,0,5777.579326,42,64.22853,107.482
3865,2,335.2998891,76,1.481935,147.4421
8487,5,4732.155898,44,53.24575,149.9483
4131,1,1761.873779,21,6.63265,222.6281
1036,1,1587.826878,89,14.69261964,124.960655
636,6,991.424632,42,2.684151079,139.987503
6153,2,5249.968921,54,50.07284,235.1555
4134,0,1162.614265,63,4.806626,142.4827
5338,3,5431.249367,25,53.71087,184.9634
1083,4,1281.533791,31,7.292787239,117.487242
861,0,1541.269223,54,11.09808176,172.456745
903,1,1328.747604,27,13.17849974,147.478341
191,8,1719.173387,56,11.64983735,220.132293
109,3,1324.164906,33,9.473091121,194.976769
4455,1,1089.367201,75,8.867984,197.4876
1942,0,1402.374111,69,8.721771003,142.500692
5856,2,5748.451595,51,67.29466,114.9838
4331,2,654.0700617,79,1.946824,210.127
8541,10,6034.619881,45,65.90337,169.9447
2040,0,2309.357899,28,23.24675,159.9349
7331,4,4728.939595,23,47.99026,220.1323
7317,1,4122.56284,21,45.8143,117.472
7779,4,4810.343275,42,45.6406,210.1051
4659,1,956.1671721,69,4.208515,139.9875
7313,2,6018.481264,55,63.73496,275.1336
2775,1,2615.909854,83,23.99384,172.4567
4145,1,412.7637414,86,4.154665,127.475
2323,3,2446.187988,60,14.98386,257.6375
762,1,1096.780158,63,11.48773622,137.487242
2617,4,861.7738077,87,2.073632,129.9621
2411,4,1361.469601,60,6.452058,159.9794
1094,0,1103.633086,83,6.791270714,139.951231
6173,0,4143.62851,57,47.98288,157.4836
7048,1,5577.385772,50,64.43912,107.4806
9272,0,5432.427022,51,62.44603,169.9741
3135,2,1318.027865,69,8.718999,255.1417
7787,1,6005.171652,24,66.03197,207.4811
5040,0,5953.077209,80,70.47897,149.9621
3805,0,1482.175651,62,14.56715,129.995
884,2,692.5685037,29,4.849677072,137.468591
2654,0,1525.81124,46,10.32034,162.447
5921,4,6273.993497,76,60.97795,257.6513
6187,0,4206.724875,79,45.50676,139.9512
8085,6,3976.166899,51,42.01957,152.4798
6742,0,5888.414969,30,65.66392,172.4871
7626,2,5972.690077,49,68.04429,127.4586
5680,0,3260.745232,86,39.13842,134.9509
7007,1,5451.095048,37,59.18664,177.6508
9686,3,6700.749273,27,71.44364,242.6281
2202,1,3121.880615,89,26.74209,245.147
6107,2,5753.65882,51,64.54916,214.9663
6417,0,5244.846457,75,61.19826,192.4705
1262,2,1036.324728,65,7.537243981,214.966286
8379,8,5092.941424,34,56.64692,157.4836
975,0,1136.110777,23,7.918062789,152.479779
5831,0,5611.622091,84,63.28078,187.656
4925,1,1672.619185,77,14.13869,240.1149
941,1,730.6968601,26,2.646328849,159.964152
4723,0,1440.630753,64,9.283599,172.4705
2387,8,1849.738644,65,14.76922,204.9634
9728,1,6016.376448,61,71.15468,137.4392
5021,2,6514.041653,86,71.09621,149.9378
4391,3,1325.472004,19,5.698156,235.1591
5148,0,5579.495808,45,58.89846,129.9621
3221,4,1698.617842,67,15.84051,160.0122
3882,3,1512.206567,22,8.081693,230.1344
9438,2,5350.055146,30,54.64972,149.9378
6624,1,5361.534076,70,57.87826,139.965
5918,0,5801.078035,80,69.90151,102.4746
2789,3,1989.74777,79,20.32585,139.9979
944,2,1830.93361,54,10.03364243,210.105118
8908,3,6364.501793,64,71.21292,217.4702
1857,3,939.8765686,52,3.857491515,220.132293
9080,1,5450.604196,56,62.84987,172.4441
4108,2,1048.841947,80,10.15472,182.447
8513,0,3926.009965,35,43.02146,120.0035
3255,0,1100.58554,36,9.93773,159.965
2690,1,981.2775952,42,6.183692,172.4579
9512,3,5953.612372,68,68.20701,169.9378
6961,0,6103.128953,79,66.47977,242.6573
1319,3,1278.688937,34,7.771315315,187.484705
8882,3,4831.683083,60,55.42799,149.9598
9880,5,4575.351511,36,44.57688,159.9476
5162,0,4652.212743,63,46.28759,194.9663
5829,3,5866.495925,39,62.04916,139.965
7953,0,4638.586726,53,55.78075,79.97886
5958,9,3898.98615,36,39.54414,149.9707
9271,1,5407.07316,22,58.58794,207.4673
3475,1,2176.358333,36,19.6617,214.9663
3505,2,821.8429175,44,6.023347,137.4686
4749,0,1429.357527,45,10.277,107.482
2477,0,792.1819969,54,6.453124,149.9621
9490,3,5921.839604,69,57.92283,235.1555
6615,1,3755.734311,43,43.20929,167.4564
7413,3,5812.302388,66,62.32227,262.6106
7586,0,5117.065882,20,56.90458,164.9889
5344,1,5915.392765,41,65.49474,107.482
9863,0,5843.309069,19,67.16337,104.9629
7111,0,4524.812836,87,47.87116,140.0013
1874,3,637.7315432,55,4.992706522,157.483594
8516,9,6265.689465,20,63.8887,139.9512
5270,1,6690.800209,28,70.25821,152.4579
5096,5,4862.205431,45,55.34066,127.482
2904,3,1104.543998,32,5.669803,107.482
570,1,1305.953642,34,10.81527088,162.500692
1448,1,1171.036365,57,13.24581884,112.455141
5964,1,4707.7319,69,52.70133,194.9699
6242,2,5955.463381,21,63.32675,252.6378
6347,4,6576.137248,83,67.95345,242.6106
7874,1,5274.080857,31,55.10455,262.6106
9816,4,5472.480679,82,59.13074,129.9483
3226,1,941.6039037,58,2.339183,245.1612
9744,1,5277.709711,85,57.1358,119.9568
3978,7,787.5389871,33,2.473299,139.9568
4383,1,2350.571509,55,22.98475,207.6094
7856,2,5893.164803,89,66.36071,187.5139
3539,0,953.6134686,72,9.543016,167.4564
5682,3,5394.915308,25,60.23114,127.4586
2827,1,1380.765825,68,8.259716,255.1555
7658,0,5927.225005,42,64.1725,139.9875
4996,1,1322.416264,29,7.989206,197.5169
1338,1,486.1105716,88,2.978504665,182.446995
3262,2,3158.141347,19,28.57082,139.965
6386,0,4021.274223,63,45.29142,162.5005
7951,0,6583.556553,67,70.40235,200.1185
650,1,2245.476461,47,20.75499393,220.118516
2902,4,2320.769374,38,21.25517,182.4608
2258,0,1398.226038,33,12.51454,129.9926
7402,1,5857.181194,50,62.57813,139.9349
3521,0,1570.153315,63,13.27794,240.1149
2730,2,909.0225293,25,6.128314,137.4684
5496,1,6315.438306,24,68.74532,94.97283
4478,4,664.5638593,37,2.820837,182.4538
1596,4,1465.984907,88,13.99605863,139.979239
7066,2,4834.33256,88,55.78809,195.0062
2584,0,1929.992785,54,11.59627,202.6362
5441,9,6178.61031,63,69.53443,179.9794
3196,3,609.9482209,20,3.052755,149.9778
8523,8,4779.956484,37,48.70941,207.6094
7682,0,3592.529146,87,42.34953,167.4564
5376,0,5639.473416,57,53.92384,270.1604
1258,1,1917.60124,37,8.255617012,225.145743
5277,0,6484.174701,42,68.95234,172.4705
991,2,939.1433243,37,6.240783682,149.962093
3504,3,414.3393996,59,3.304515,124.9781
113,1,1606.489936,40,17.88002366,112.455141
919,0,765.8624235,76,5.451895614,159.964152
2509,0,1123.252119,19,8.522053,182.4833
9404,0,5087.470766,46,58.15209,179.9476
165,1,1238.421347,46,12.63074989,159.951231
5263,2,5857.190657,24,65.61044,149.9845
4603,1,1217.604663,40,11.3031,160.0013
949,1,738.8929143,77,4.905988692,192.470522
4594,4,726.148196,87,3.794574,104.9643
5727,0,4533.008494,55,50.42623,172.4579
3770,1,1822.617538,27,10.81182,290.1604
2506,1,1204.76304,36,8.940085,182.4676
5107,1,4152.530591,73,42.36505,172.4705
2850,2,1014.955092,55,4.459993,222.6654
6485,3,4843.627918,31,48.25953,182.4433
5362,0,4904.169797,50,50.93618,142.4689
7442,2,6597.462528,66,71.14876,225.1786
4446,3,1135.537453,38,2.509742,162.4653
4460,3,886.9184762,18,2.546083,124.9607
9513,2,4479.265023,62,48.24148,187.6422
2505,7,936.2693881,66,5.585004,162.4827
1114,0,1316.773005,41,8.691329205,210.12704
8397,5,6023.971515,25,63.04815,200.1465
298,4,1939.811149,82,18.35541838,139.981577
1675,2,1381.481321,72,8.397776839,275.133571
3347,0,1523.800316,51,9.176772,184.9496
2735,1,807.0176026,84,7.923777,104.9629
7819,1,5845.199618,43,65.40232,162.4818
4988,3,1256.972232,60,6.487239,230.1344
9894,0,6435.760627,83,69.76674,177.4876
5817,4,4768.978651,77,57.78109,124.9643
4325,0,1246.154559,37,5.560793,162.4608
6719,0,5305.866478,65,59.15773,230.1051
8786,2,4493.014399,51,51.2129,104.9629
4550,1,1515.274871,68,10.5771,149.9447
8572,0,5823.6249,28,61.45615,162.4653
7847,4,5923.952015,33,66.17677,159.965
2103,0,1522.482247,36,11.07943,127.4421
5813,3,5445.967827,88,56.88725,182.4433
9104,3,5082.897328,28,52.04568,139.965
7453,3,6145.391472,64,65.46719,182.4433
1837,0,1164.843819,52,5.252073829,265.128318
7902,0,6144.675099,52,67.58811,222.65
8318,9,3756.642239,62,37.05135,184.9939
8723,0,5792.097707,66,63.45694,172.4567
607,2,1200.010955,26,4.109952242,159.947583
8374,3,5781.09568,30,59.48183,162.447
1093,4,2026.989634,25,17.41856593,192.470522
6387,9,6218.382624,50,64.47686,152.4742
6505,2,5934.434665,31,67.43143,159.9349
8964,0,4906.344686,36,56.05193,182.4538
4487,4,695.0268746,25,1.1518,182.4676
160,0,528.6553088,50,2.600063739,162.482694
203,3,1430.761492,83,14.17192333,127.458638
7040,0,4472.564662,62,43.34462,210.1051
5893,1,6083.416035,33,68.89551,152.4798
4933,3,1708.389751,19,11.51972,149.9928
2934,4,822.5599233,39,4.278907,117.4835
7322,1,5217.193169,40,59.90148,169.9378
2435,1,2643.645671,24,20.22191,200.1185
1230,0,1154.892024,41,4.997365436,162.465269
8675,0,5181.079994,80,60.47246,172.4555
3046,0,1990.707874,73,12.00194,267.6427
9654,1,6428.811386,23,66.969,184.9496
8419,2,4798.898882,19,55.62538,79.97886
7666,8,5421.452894,51,58.172,174.9618
6407,1,5420.067412,85,66.3094,82.49655
4251,0,2521.277564,46,18.9981,200.1323
5577,0,5592.352902,44,59.86174,142.5007
3293,2,805.8117417,83,7.266887,147.4738
4034,1,2198.49291,49,25.43027,124.9781
8112,3,4729.092575,84,53.89174,159.9349
4290,2,1059.388627,73,7.518447,220.1185
4334,0,767.0616095,48,1.347728,139.965
5931,4,5329.246171,56,56.83604,127.4421
3877,3,1079.325698,27,3.115729,129.9483
5428,0,5894.516764,75,60.91354,220.1149
4753,0,1090.821866,44,6.971587,207.6094
4886,0,1211.320081,35,6.739064,252.6378
857,0,1233.62831,18,4.475652318,162.467607
8233,2,4847.193795,67,51.22665,129.9598
8375,8,6106.543065,46,69.53236,144.9607
2561,0,1307.834074,30,10.45497,139.9861
3801,0,2104.759302,77,18.76931,139.9512
2640,0,1134.14173,82,3.82548,222.6143
9663,6,5144.456729,82,59.78701,179.9656
4490,0,2757.839041,87,21.72982,235.1555
2347,0,2148.657258,51,16.25256,152.4555
649,1,1233.889856,26,11.80191083,127.481989
2781,4,1594.517874,89,14.36866,184.967
5652,2,5064.062256,78,48.08209,245.1283
8543,2,6360.392801,65,70.56361,137.4836
8677,1,4620.120318,35,49.91708,155.0084
6433,1,5317.014241,55,58.7517,182.49
615,1,520.606284,78,3.149071183,149.962093
8448,7,6916.339606,56,71.97435,164.9785
2575,3,530.0519539,20,1.311693,152.466
53,0,452.8721504,31,1.55278221,169.944668
3340,4,2654.737765,68,18.62057,235.1417
7037,4,3992.137613,51,43.15974,149.9707
1705,2,1873.00718,21,16.37219797,184.967019
9060,3,5864.873198,43,63.13788,252.624
9352,3,4642.465727,40,49.69121,174.9755
1493,4,484.8207127,81,2.744401393,104.962874
9963,1,5229.577832,23,58.47429,137.4978
5632,1,5348.99535,48,56.9978,140.0013
803,0,1232.913132,73,11.95255483,179.979358
4953,1,1955.226259,51,19.39483,172.4624
6933,3,6463.371502,23,68.56426,172.4885
7104,4,5727.479091,72,66.37863,114.9658
990,1,841.9396981,58,3.079467822,220.132293
2774,0,663.9805561,74,6.021823,169.9378
7470,1,4623.694304,48,51.83967,194.9699
6419,2,5884.305654,48,61.9981,139.965
3513,1,686.2974269,43,5.73054,92.5018
5478,7,5385.903276,76,59.27489,152.4798
8400,4,5205.709911,76,59.14986,169.9671
219,1,1342.862457,59,4.95598008,199.990219
6969,1,5652.969841,22,65.36253,114.9976
1288,0,1935.461046,47,17.3999197,175.133074
3163,4,769.9868737,37,4.540275,172.5104
4678,3,1186.544217,38,5.429608,252.6378
2618,2,1584.241573,61,10.49402,139.9349
3612,10,1317.208422,38,2.911327,132.466
43,4,2016.710031,32,18.55959629,192.456745
8094,3,6255.953775,76,67.21909,265.1283
8372,4,4923.409973,47,55.42229,169.9378
3792,3,1633.825007,80,10.92044,149.9378
3571,2,1291.650867,33,9.986555,132.5127
9980,0,5260.340951,43,54.05623,172.4705
1503,7,717.4300821,74,6.22226629,114.972827
5556,0,4205.731492,70,51.17826,112.4551
9830,1,6173.823033,69,66.39293,132.4798
3439,0,1333.059808,65,14.00176,157.4836
1892,3,1116.638366,66,7.039839728,175.133074
9323,1,5757.088887,75,70.00933,157.4698
5255,1,4883.516353,47,57.95857,147.4601
1955,1,2454.262177,41,23.11577242,175.133074
5167,3,4639.026778,63,51.4346,184.967
4814,1,810.3780598,78,7.888574,147.4783
6264,0,4899.723365,46,55.70975,182.497
1505,2,1594.963149,47,17.64373477,112.455141
670,4,932.1606254,31,5.261502169,162.482694
8907,0,5932.349473,54,63.20833,174.9768
7055,0,4818.09657,88,54.44532,217.484
897,1,1460.632443,49,13.00962018,162.452604
6178,6,5799.053123,58,60.36546,142.4713
2666,1,1200.461726,77,6.71156,255.1665
3193,8,1461.917374,25,10.96818,157.4836
2890,0,1303.89059,83,7.881289,174.9768
7773,1,5835.931989,86,68.23146,159.9349
2621,1,2080.564441,65,16.75789,172.4705
6008,1,5268.611353,74,63.00351,157.4698
5956,2,6060.021953,52,66.32483,149.9928
2,4,2054.706961,50,15.75414408,159.947583
2370,3,1184.335827,36,6.84336,137.4698
7914,3,5656.693914,81,64.33331,159.9942
1769,0,380.7222437,72,2.661325529,162.468917
8506,2,5877.566424,20,66.03662,194.9744
6025,0,6223.9084,57,63.47945,222.6281
531,2,1655.780173,56,10.81997919,172.456745
8724,0,5499.615826,53,62.83864,129.9763
8649,10,5291.533225,54,55.88646,172.4579
7873,0,5507.18923,24,62.91776,139.9568
8890,0,4463.168123,85,48.42652,252.6378
